 (nan+nanj)
 (-7.511049439342249757e+96+2.517191418547239843e+96j)
 (-1.113215627258172299e+98+3.724800762888050329e+97j)
 (-1.651387592395663551e+99+5.518203564333944581e+98j)
 (-2.451780402545803528e+100+8.183856684631377790e+99j)
 (-3.642918243317495193e+101+1.214908252600382788e+101j)
 (-5.416590631130798196e+102+1.805160141343374747e+102j)
 (-8.059088434187562126e+103+2.684347070818813004e+103j)
 (-1.199789393267082732e+105+3.994648303076243147e+104j)
 (-1.787148135186502004e+106+5.948453551689128907e+105j)
 (-2.663368092797069570e+107+8.863114063050081203e+106j)
 (-3.970973987761422669e+108+1.321291915903568023e+108j)
 (-5.922971252024295371e+109+1.970684420917758420e+109j)
 (-8.837752819062426700e+110+2.940485802495548269e+110j)
 (-1.319131128470224586e+112+4.389192588043322427e+111j)
 (-1.969534109508789121e+113+6.553834459517246405e+112j)
 (-2.941407557849645591e+114+9.788926350950259292e+113j)
 (-4.393907833172988821e+115+1.462475220384336972e+115j)
 (-6.565074734268816834e+116+2.185457761292088610e+116j)
 (-9.810956396378339101e+117+3.266515381394759856e+117j)
 (-1.466414778143281992e+119+4.883200677107220637e+118j)
 (-2.192137799536672588e+120+7.301167730397001726e+119j)
 (-3.277456431184171759e+121+1.091790492984252655e+121j)
 (-4.900690747201075402e+122+1.632818039081169508e+122j)
 (-7.328631199520628024e+123+2.442198051853314468e+123j)
 (-1.096044402313071710e+125+3.653107480729412080e+124j)
 (-1.639336883120250111e+126+5.464834989719166929e+125j)
 (-2.452102542651479211e+127+8.175604241604480342e+126j)
 (-3.668051612416911435e+128+1.223169372485093283e+128j)
 (-5.487254422054460026e+129+1.830094394794703079e+129j)
 (-8.209079141798530328e+130+2.738275944197256765e+130j)
 (-1.228147862836559907e+132+4.097272347815593839e+131j)
 (-1.837474137475906165e+133+6.130893738884074258e+132j)
 (-2.749184935867690792e+134+9.174065473521674783e+133j)
 (-4.113361243595237784e+135+1.372799191146362243e+135j)
 (-6.154576694841097980e+136+2.054270486749942261e+136j)
 (-9.208871987630993527e+137+3.074059013943279309e+137j)
 (-1.377908103115359272e+139+4.600123259170421100e+138j)
 (-2.061761706569154263e+140+6.883801600659521462e+139j)
 (-3.085034733911891375e+141+1.030120201826537107e+141j)
 (-4.616194857149536008e+142+1.541513611497153931e+142j)
 (-6.907325562477818436e+143+2.306779414277836930e+143j)
 (-1.033562581706127179e+145+3.451941828097222137e+144j)
 (-1.546550569044595343e+146+5.165580334628417942e+145j)
 (-2.314149908492623447e+147+7.729878366937808471e+146j)
 (-3.462728697010704985e+148+1.156708167116428360e+148j)
 (-5.181371376106780456e+149+1.730901380559538954e+149j)
 (-7.753003470284150632e+150+2.590109130172112902e+150j)
 (-1.160096220474343660e+152+3.875795929466197555e+151j)
 (-1.735867784124324936e+153+5.799636441253707600e+152j)
 (-2.597393403254996857e+154+8.678359356034807569e+153j)
 (-3.886486626615180766e+155+1.298588268709966133e+155j)
 (-5.815337202373090231e+156+1.943132104493030520e+156j)
 (-8.701434576980554420e+157+2.907570325649979377e+157j)
 (-1.301982126750549810e+159+4.350660922411440218e+158j)
 (-1.948127536379615364e+160+6.509946648757269551e+159j)
 (-2.914928835579541635e+161+9.740850803139824830e+160j)
 (-4.361508863060756275e+162+1.457517301776483376e+162j)
 (-6.525951286611162983e+163+2.180861140240275147e+163j)
 (-9.764481893081675259e+164+3.263171390527142130e+164j)
 (-1.461009164241561480e+166+4.882580829947345374e+165j)
 (-2.186024831228247146e+167+7.305615273379630921e+166j)
 (-3.270813015716194028e+168+1.093105467334020126e+168j)
 (-4.893897660746218151e+169+1.635555783117107593e+169j)
 (-7.322386605561725553e+170+2.447184949989304139e+170j)
 (-1.095592623275367848e+172+3.661562678299484098e+171j)
 (-1.639246574324899492e+173+5.478535841789901344e+172j)
 (-2.452665253878508286e+174+8.197114487734859298e+173j)
 (-3.669704953549246358e+175+1.226467528208514164e+175j)
 (-5.490639869146364444e+176+1.835057871096356664e+176j)
 (-8.215117445764329102e+177+2.745631352868085394e+177j)
 (-1.229146539670698509e+179+4.108029230716990024e+178j)
 (-1.839046365504704738e+180+6.146441446127079467e+179j)
 (-2.751572007466113574e+181+9.196296744554331190e+180j)
 (-4.116881161033427211e+182+1.375945667386106338e+182j)
 (-6.159636399572238765e+183+2.058679529583225928e+183j)
 (-9.215972533688351979e+184+3.080175255967867323e+184j)
 (-1.378880609630210968e+186+4.608519118433792973e+185j)
 (-2.063058774424521989e+187+6.895197389667772951e+186j)
 (-3.086711388307024601e+188+1.031647697000187371e+188j)
 (-4.618276978533702062e+189+1.543531777239392866e+189j)
 (-6.909768451766372668e+190+2.309400404425722562e+190j)
 (-1.033824013064711962e+192+3.455273633623877652e+191j)
 (-1.546782939613827069e+193+5.169698824311248108e+192j)
 (-2.314258137039679857e+194+7.734774666517572736e+193j)
 (-3.462533015395456042e+195+1.157256828846652242e+195j)
 (-5.180548832835839462e+196+1.731456296532673358e+196j)
 (-7.750993467375203148e+197+2.590556342105565280e+197j)
 (-1.159681539325284831e+199+3.875915539173287926e+198j)
 (-1.735081632248261688e+200+5.799029889079602672e+199j)
 (-2.595977335604067400e+201+8.676332624401812250e+200j)
 (-3.884022300370018744e+202+1.298126047320416863e+202j)
 (-5.811153991719647786e+203+1.942215340132667138e+203j)
 (-8.694466131412503707e+204+2.905880550519736503e+204j)
 (-1.300838365002797921e+206+4.347684440976041476e+205j)
 (-1.946272505774287474e+207+6.504863166084331214e+206j)
 (-2.911949667730933094e+208+9.732361281449557811e+207j)
 (-4.356763615181124379e+209+1.456123456525949209e+209j)
 (-6.518445765558083693e+210+2.178603028645402275e+210j)
 (-9.752681719781769455e+211+3.259552251953115492e+211j)
 (-1.459163606467708149e+213+4.876831377129480760e+212j)
 (-2.183151516147818004e+214+7.296548732739922618e+213j)
 (-3.266357556599359938e+215+1.091684635125474123e+215j)
 (-4.887013430238066606e+216+1.633341050028850643e+216j)
 (-7.311783266600090688e+217+2.443748626302092629e+217j)
 (-1.093964073998558007e+219+3.656252354976428403e+218j)
 (-1.636751649833056795e+220+5.470358377162203719e+219j)
 (-2.448851758097782547e+221+8.184560849747651592e+220j)
 (-3.663887992348884345e+222+1.224545636441877287e+222j)
 (-5.481783362826154195e+223+1.832122724091519913e+223j)
 (-8.201655780446060772e+224+2.741158468817332350e+224j)
 (-1.227103514666832383e+226+4.101226196138039045e+225j)
 (-1.835950026855352697e+227+6.136112334150949658e+226j)
 (-2.746885187655508316e+228+9.180638389559824281e+227j)
 (-4.109794970346463016e+229+1.373575271816179159e+229j)
 (-6.148933605370744026e+230+2.055095693300399392e+230j)
 (-9.199822551105084023e+231+3.074762945723486370e+231j)
 (-1.376445746625410647e+233+4.600353797903153241e+232j)
 (-2.059390698613828625e+234+6.882890063969914425e+233j)
 (-3.081189417655719993e+235+1.029794192929614224e+235j)
 (-4.609969486487104011e+236+1.540742456765881558e+236j)
 (-6.897277618148525456e+237+2.305205611780641452e+237j)
 (-1.031946936613658439e+239+3.448969013473540966e+238j)
 (-1.543963499025260305e+240+5.160228385789082367e+239j)
 (-2.310025081554689247e+241+7.720555703742200355e+240j)
 (-3.456180102245250113e+242+1.155122928569016898e+242j)
 (-5.171017882316485960e+243+1.728255129013570321e+243j)
 (-7.736699300301857638e+244+2.585755818055093945e+244j)
 (-1.157538379497989558e+246+3.868718877236827873e+245j)
 (-1.731869185896352214e+247+5.788244135453676343e+246j)
 (-2.591163244598806521e+248+8.660171923206364136e+247j)
 (-3.876809560419140650e+249+1.295705172465014134e+249j)
 (-5.800349523853695082e+250+1.938589589777292583e+250j)
 (-8.678284126068440924e+251+2.900451213245955961e+251j)
 (-1.298415132454209676e+253+4.339555609822968524e+252j)
 (-1.942644241827729700e+254+6.492694306822652675e+253j)
 (-2.906517786674116543e+255+9.714146689418099837e+254j)
 (-4.348632404847964565e+256+1.453397346078988832e+256j)
 (-6.506274965890327287e+257+2.174523332629111609e+257j)
 (-9.734465976192393324e+258+3.253447361799526711e+258j)
 (-1.456437498876105895e+260+4.867696591170171011e+259j)
 (-2.179071974506996419e+261+7.282881089181725723e+260j)
 (-3.260252978766939245e+262+1.089639756789083833e+262j)
 (-4.877879051406205695e+263+1.630281741619614484e+263j)
 (-7.298115913279082743e+264+2.439171804348570896e+264j)
 (-1.091919162872837469e+266+3.649405479732855767e+265j)
 (-1.633692143302560208e+267+5.460115763187599173e+266j)
 (-2.444274374327157468e+268+8.169238645048529566e+267j)
 (-3.657039829278564601e+269+1.222253578496954171e+269j)
 (-5.471538095116782656e+270+1.828694056478057682e+270j)
 (-8.186328453867517358e+271+2.736029595043829540e+271j)
 (-1.224810511507375703e+273+4.093554053732097910e+272j)
 (-1.832519671265067728e+274+6.124635811012194005e+273j)
 (-2.741753374467565974e+275+9.163471013448982596e+274j)
 (-4.102117810541400055e+276+1.371007253336924017e+276j)
 (-6.137448655857666820e+277+2.051254257157583945e+277j)
 (-9.182641212887246804e+278+3.069016611916126135e+278j)
 (-1.373875440807842787e+280+4.591757919635878438e+279j)
 (-2.055545551384053549e+281+6.870031508963999031e+280j)
 (-3.075437112936327571e+282+1.027870672330649540e+282j)
 (-4.601364071063655712e+283+1.537865028696648105e+283j)
 (-6.884403926704588932e+284+2.300901186131823254e+284j)
 (-1.030021027217148510e+286+3.442529854628369668e+285j)
 (-1.541082319844221345e+287+5.150595724003499611e+286j)
 (-2.305714791828349220e+288+7.706145611956640595e+287j)
 (-3.449731812787036468e+289+1.152967218099643575e+289j)
 (-5.161371054911199609e+290+1.725030221045980697e+290j)
 (-7.722267302700916538e+291+2.580931372928945790e+291j)
 (-1.155379291447220589e+293+3.861501481942335495e+292j)
 (-1.728639084028827804e+294+5.777446799896068684e+293j)
 (-2.586330831859053192e+295+8.644018834081471875e+294j)
 (-3.869579969497331668e+296+1.293288613729839319e+296j)
 (-5.789533558601947321e+297+1.934974311089869886e+297j)
 (-8.662102631010981414e+298+2.895042564888831508e+298j)
 (-1.295994249747890138e+300+4.331463940426166325e+299j)
 (-1.939022391268005394e+301+6.480588609571098523e+300j)
 (-2.901099163969183030e+302+9.696035638236275632e+301j)
 (-4.340525616545033079e+303+1.450687781188855510e+303j)
 (-6.494146378754294171e+304+2.170469578694988397e+304j)
 (-9.716320307401882639e+305+3.247382554293477505e+305j)
 (-1.453722703765373069e+307+4.858623017793222424e+306j)
 (-inf+7.269306044241773246e+307j)
 (-inf+infj)
 (-inf+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
 (nan+nanj)
